mapping_id,position_order_high_to_low_weight,polarity_inverted,is_intended_mapping,behavioral_interface,behavioral_binary_correlation,behavioral_target_directed_count_of_20,behavioral_hamming_distance_of_20,activation_binary_pearson_median,activation_binary_spearman_median
positions=EANOC;polarity=high_is_1,EANOC,False,False,B_context_calibrated_labels,0.12216736863729658,6,11,-0.1164417087902701,-0.05797710356524484
positions=EANOC;polarity=high_is_1,EANOC,False,False,C_calibrated_verbal_anchors,-0.1686279041421713,11,10,-0.1164417087902701,-0.05797710356524484
positions=EANOC;polarity=inverted,EANOC,True,False,A_label_rotation,-0.2765474292873504,7,13,-0.1164417087902701,-0.05797710356524484
positions=EANOC;polarity=inverted,EANOC,True,False,B_context_calibrated_labels,-0.12216736863729659,14,9,-0.1164417087902701,-0.05797710356524484
positions=EANOC;polarity=inverted,EANOC,True,False,C_calibrated_verbal_anchors,0.1686279041421713,9,10,-0.1164417087902701,-0.05797710356524484
positions=EANCO;polarity=high_is_1,EANCO,False,False,A_label_rotation,0.27463981984892727,13,7,-0.1164417087902701,-0.05797710356524484
positions=EANCO;polarity=high_is_1,EANCO,False,False,B_context_calibrated_labels,0.1372118465728108,6,11,-0.1164417087902701,-0.05797710356524484
positions=EANCO;polarity=high_is_1,EANCO,False,False,C_calibrated_verbal_anchors,-0.12946000079453704,11,10,-0.1164417087902701,-0.05797710356524484
positions=EANCO;polarity=inverted,EANCO,True,False,A_label_rotation,-0.27463981984892727,7,13,-0.1164417087902701,-0.05797710356524484
positions=EANCO;polarity=inverted,EANCO,True,False,B_context_calibrated_labels,-0.13721184657281082,14,9,-0.1164417087902701,-0.05797710356524484
positions=EANCO;polarity=inverted,EANCO,True,False,C_calibrated_verbal_anchors,0.12946000079453704,9,10,-0.1164417087902701,-0.05797710356524484
positions=ENOCA;polarity=high_is_1,ENOCA,False,False,A_label_rotation,0.24463989209609782,11,7,-0.1164417087902701,-0.05797710356524484
positions=ENOCA;polarity=high_is_1,ENOCA,False,False,B_context_calibrated_labels,0.20126194339902945,10,9,-0.1164417087902701,-0.05797710356524484
positions=ENOCA;polarity=high_is_1,ENOCA,False,False,C_calibrated_verbal_anchors,0.22362222149946256,11,10,-0.1164417087902701,-0.05797710356524484
positions=ENOCA;polarity=inverted,ENOCA,True,False,A_label_rotation,-0.24463989209609788,9,13,-0.1164417087902701,-0.05797710356524484
positions=ENOCA;polarity=inverted,ENOCA,True,False,B_context_calibrated_labels,-0.20126194339902953,10,11,-0.1164417087902701,-0.05797710356524484
positions=ENOCA;polarity=inverted,ENOCA,True,False,C_calibrated_verbal_anchors,-0.22362222149946256,9,10,-0.1164417087902701,-0.05797710356524484
positions=ENOAC;polarity=high_is_1,ENOAC,False,False,A_label_rotation,0.06126069499628887,9,7,-0.1164417087902701,-0.05797710356524484
positions=ENOAC;polarity=high_is_1,ENOAC,False,False,B_context_calibrated_labels,0.24938827431961128,10,7,-0.1164417087902701,-0.05797710356524484
positions=ENOAC;polarity=high_is_1,ENOAC,False,False,C_calibrated_verbal_anchors,0.32938411944124896,11,8,-0.1164417087902701,-0.05797710356524484
positions=ENOAC;polarity=inverted,ENOAC,True,False,A_label_rotation,-0.06126069499628888,11,13,-0.1164417087902701,-0.05797710356524484
positions=ENOAC;polarity=inverted,ENOAC,True,False,B_context_calibrated_labels,-0.24938827431961139,10,13,-0.1164417087902701,-0.05797710356524484
positions=ENOAC;polarity=inverted,ENOAC,True,False,C_calibrated_verbal_anchors,-0.32938411944124896,9,12,-0.1164417087902701,-0.05797710356524484
positions=ENCOA;polarity=high_is_1,ENCOA,False,False,A_label_rotation,0.24463989209609782,11,7,-0.1164417087902701,-0.05797710356524484
positions=ENCOA;polarity=high_is_1,ENCOA,False,False,B_context_calibrated_labels,0.20126194339902945,10,9,-0.1164417087902701,-0.05797710356524484
positions=ENCOA;polarity=high_is_1,ENCOA,False,False,C_calibrated_verbal_anchors,0.22362222149946256,11,10,-0.1164417087902701,-0.05797710356524484
positions=ENCOA;polarity=inverted,ENCOA,True,False,A_label_rotation,-0.24463989209609788,9,13,-0.1164417087902701,-0.05797710356524484
positions=ENCOA;polarity=inverted,ENCOA,True,False,B_context_calibrated_labels,-0.20126194339902953,10,11,-0.1164417087902701,-0.05797710356524484
positions=ENCOA;polarity=inverted,ENCOA,True,False,C_calibrated_verbal_anchors,-0.22362222149946256,9,10,-0.1164417087902701,-0.05797710356524484
positions=ENCAO;polarity=high_is_1,ENCAO,False,False,A_label_rotation,0.0593530855578657,9,7,-0.1164417087902701,-0.05797710356524484
positions=ENCAO;polarity=high_is_1,ENCAO,False,False,B_context_calibrated_labels,0.2644327522551255,10,7,-0.1164417087902701,-0.05797710356524484
positions=ENCAO;polarity=high_is_1,ENCAO,False,False,C_calibrated_verbal_anchors,0.36855202278888327,11,8,-0.1164417087902701,-0.05797710356524484
positions=ENCAO;polarity=inverted,ENCAO,True,False,A_label_rotation,-0.0593530855578657,11,13,-0.1164417087902701,-0.05797710356524484
positions=ENCAO;polarity=inverted,ENCAO,True,False,B_context_calibrated_labels,-0.2644327522551256,10,13,-0.1164417087902701,-0.05797710356524484
positions=ENCAO;polarity=inverted,ENCAO,True,False,C_calibrated_verbal_anchors,-0.36855202278888327,9,12,-0.1164417087902701,-0.05797710356524484
positions=ENAOC;polarity=high_is_1,ENAOC,False,False,A_label_rotation,0.06126069499628887,9,7,-0.1164417087902701,-0.05797710356524484
positions=ENAOC;polarity=high_is_1,ENAOC,False,False,B_context_calibrated_labels,0.24938827431961128,10,7,-0.1164417087902701,-0.05797710356524484
positions=ENAOC;polarity=high_is_1,ENAOC,False,False,C_calibrated_verbal_anchors,0.32938411944124896,11,8,-0.1164417087902701,-0.05797710356524484
positions=ENAOC;polarity=inverted,ENAOC,True,False,A_label_rotation,-0.06126069499628888,11,13,-0.1164417087902701,-0.05797710356524484
positions=ENAOC;polarity=inverted,ENAOC,True,False,B_context_calibrated_labels,-0.24938827431961139,10,13,-0.1164417087902701,-0.05797710356524484
positions=ENAOC;polarity=inverted,ENAOC,True,False,C_calibrated_verbal_anchors,-0.32938411944124896,9,12,-0.1164417087902701,-0.05797710356524484
positions=ENACO;polarity=high_is_1,ENACO,False,False,A_label_rotation,0.0593530855578657,9,7,-0.1164417087902701,-0.05797710356524484
positions=ENACO;polarity=high_is_1,ENACO,False,False,B_context_calibrated_labels,0.2644327522551255,10,7,-0.1164417087902701,-0.05797710356524484
positions=ENACO;polarity=high_is_1,ENACO,False,False,C_calibrated_verbal_anchors,0.36855202278888327,11,8,-0.1164417087902701,-0.05797710356524484
positions=ENACO;polarity=inverted,ENACO,True,False,A_label_rotation,-0.0593530855578657,11,13,-0.1164417087902701,-0.05797710356524484
positions=ENACO;polarity=inverted,ENACO,True,False,B_context_calibrated_labels,-0.2644327522551256,10,13,-0.1164417087902701,-0.05797710356524484
positions=ENACO;polarity=inverted,ENACO,True,False,C_calibrated_verbal_anchors,-0.36855202278888327,9,12,-0.1164417087902701,-0.05797710356524484
positions=AOCEN;polarity=high_is_1,AOCEN,False,False,A_label_rotation,-0.12315692588175167,11,9,-0.1164417087902701,-0.05797710356524484
positions=AOCEN;polarity=high_is_1,AOCEN,False,False,B_context_calibrated_labels,0.14891758579507156,10,9,-0.1164417087902701,-0.05797710356524484
positions=AOCEN;polarity=high_is_1,AOCEN,False,False,C_calibrated_verbal_anchors,-0.020515469241400144,11,10,-0.1164417087902701,-0.05797710356524484
positions=AOCEN;polarity=inverted,AOCEN,True,False,A_label_rotation,0.1231569258817517,9,11,-0.1164417087902701,-0.05797710356524484
positions=AOCEN;polarity=inverted,AOCEN,True,False,B_context_calibrated_labels,-0.14891758579507156,10,11,-0.1164417087902701,-0.05797710356524484
positions=AOCEN;polarity=inverted,AOCEN,True,False,C_calibrated_verbal_anchors,0.020515469241400155,9,10,-0.1164417087902701,-0.05797710356524484
positions=AOCNE;polarity=high_is_1,AOCNE,False,False,A_label_rotation,-0.06722994440771124,11,9,-0.1164417087902701,-0.05797710356524484
positions=AOCNE;polarity=high_is_1,AOCNE,False,False,B_context_calibrated_labels,0.2688706902887611,8,9,-0.1164417087902701,-0.05797710356524484
positions=AOCNE;polarity=high_is_1,AOCNE,False,False,C_calibrated_verbal_anchors,0.16829532837530803,11,8,-0.1164417087902701,-0.05797710356524484
positions=AOCNE;polarity=inverted,AOCNE,True,False,A_label_rotation,0.06722994440771124,9,11,-0.1164417087902701,-0.05797710356524484
positions=AOCNE;polarity=inverted,AOCNE,True,False,B_context_calibrated_labels,-0.2688706902887611,12,11,-0.1164417087902701,-0.05797710356524484
positions=AOCNE;polarity=inverted,AOCNE,True,False,C_calibrated_verbal_anchors,-0.16829532837530803,9,12,-0.1164417087902701,-0.05797710356524484
positions=AOECN;polarity=high_is_1,AOECN,False,False,A_label_rotation,-0.12315692588175167,11,9,-0.1164417087902701,-0.05797710356524484
positions=AOECN;polarity=high_is_1,AOECN,False,False,B_context_calibrated_labels,0.14891758579507156,10,9,-0.1164417087902701,-0.05797710356524484
positions=AOECN;polarity=high_is_1,AOECN,False,False,C_calibrated_verbal_anchors,-0.020515469241400144,11,10,-0.1164417087902701,-0.05797710356524484
positions=AOECN;polarity=inverted,AOECN,True,False,A_label_rotation,0.1231569258817517,9,11,-0.1164417087902701,-0.05797710356524484
positions=AOECN;polarity=inverted,AOECN,True,False,B_context_calibrated_labels,-0.14891758579507156,10,11,-0.1164417087902701,-0.05797710356524484
positions=AOECN;polarity=inverted,AOECN,True,False,C_calibrated_verbal_anchors,0.020515469241400155,9,10,-0.1164417087902701,-0.05797710356524484
positions=AOENC;polarity=high_is_1,AOENC,False,False,A_label_rotation,0.1280956464455865,11,7,-0.1164417087902701,-0.05797710356524484
positions=AOENC;polarity=high_is_1,AOENC,False,False,B_context_calibrated_labels,0.14536431168505018,8,9,-0.1164417087902701,-0.05797710356524484
positions=AOENC;polarity=high_is_1,AOENC,False,False,C_calibrated_verbal_anchors,0.02818707845597961,9,8,-0.1164417087902701,-0.05797710356524484
positions=AOENC;polarity=inverted,AOENC,True,False,A_label_rotation,-0.1280956464455865,9,13,-0.1164417087902701,-0.05797710356524484
positions=AOENC;polarity=inverted,AOENC,True,False,B_context_calibrated_labels,-0.1453643116850502,12,11,-0.1164417087902701,-0.05797710356524484
positions=AOENC;polarity=inverted,AOENC,True,False,C_calibrated_verbal_anchors,-0.028187078455979595,11,12,-0.1164417087902701,-0.05797710356524484
positions=AONCE;polarity=high_is_1,AONCE,False,False,A_label_rotation,-0.06722994440771124,11,9,-0.1164417087902701,-0.05797710356524484
positions=AONCE;polarity=high_is_1,AONCE,False,False,B_context_calibrated_labels,0.2688706902887611,8,9,-0.1164417087902701,-0.05797710356524484
positions=AONCE;polarity=high_is_1,AONCE,False,False,C_calibrated_verbal_anchors,0.16829532837530803,11,8,-0.1164417087902701,-0.05797710356524484
positions=AONCE;polarity=inverted,AONCE,True,False,A_label_rotation,0.06722994440771124,9,11,-0.1164417087902701,-0.05797710356524484
positions=AONCE;polarity=inverted,AONCE,True,False,B_context_calibrated_labels,-0.2688706902887611,12,11,-0.1164417087902701,-0.05797710356524484
positions=AONCE;polarity=inverted,AONCE,True,False,C_calibrated_verbal_anchors,-0.16829532837530803,9,12,-0.1164417087902701,-0.05797710356524484
positions=AONEC;polarity=high_is_1,AONEC,False,False,A_label_rotation,0.1280956464455865,11,7,-0.1164417087902701,-0.05797710356524484
positions=AONEC;polarity=high_is_1,AONEC,False,False,B_context_calibrated_labels,0.14536431168505018,8,9,-0.1164417087902701,-0.05797710356524484
positions=AONEC;polarity=high_is_1,AONEC,False,False,C_calibrated_verbal_anchors,0.02818707845597961,9,8,-0.1164417087902701,-0.05797710356524484
positions=AONEC;polarity=inverted,AONEC,True,False,A_label_rotation,-0.1280956464455865,9,13,-0.1164417087902701,-0.05797710356524484
positions=AONEC;polarity=inverted,AONEC,True,False,B_context_calibrated_labels,-0.1453643116850502,12,11,-0.1164417087902701,-0.05797710356524484
positions=AONEC;polarity=inverted,AONEC,True,False,C_calibrated_verbal_anchors,-0.028187078455979595,11,12,-0.1164417087902701,-0.05797710356524484
positions=ACOEN;polarity=high_is_1,ACOEN,False,False,A_label_rotation,-0.1230897208864285,11,9,-0.1164417087902701,-0.05797710356524484
positions=ACOEN;polarity=high_is_1,ACOEN,False,False,B_context_calibrated_labels,0.1452207886105979,8,9,-0.1164417087902701,-0.05797710356524484
positions=ACOEN;polarity=high_is_1,ACOEN,False,False,C_calibrated_verbal_anchors,-0.024006026851890322,13,10,-0.1164417087902701,-0.05797710356524484
positions=ACOEN;polarity=inverted,ACOEN,True,False,A_label_rotation,0.1230897208864285,9,11,-0.1164417087902701,-0.05797710356524484
positions=ACOEN;polarity=inverted,ACOEN,True,False,B_context_calibrated_labels,-0.14522078861059792,12,11,-0.1164417087902701,-0.05797710356524484
positions=ACOEN;polarity=inverted,ACOEN,True,False,C_calibrated_verbal_anchors,0.024006026851890322,7,10,-0.1164417087902701,-0.05797710356524484
positions=ACONE;polarity=high_is_1,ACONE,False,False,A_label_rotation,-0.0671627394123881,11,9,-0.1164417087902701,-0.05797710356524484
positions=ACONE;polarity=high_is_1,ACONE,False,False,B_context_calibrated_labels,0.2651738931042874,6,9,-0.1164417087902701,-0.05797710356524484
positions=ACONE;polarity=high_is_1,ACONE,False,False,C_calibrated_verbal_anchors,0.16480477076481787,13,8,-0.1164417087902701,-0.05797710356524484
positions=ACONE;polarity=inverted,ACONE,True,False,A_label_rotation,0.06716273941238807,9,11,-0.1164417087902701,-0.05797710356524484
positions=ACONE;polarity=inverted,ACONE,True,False,B_context_calibrated_labels,-0.26517389310428746,14,11,-0.1164417087902701,-0.05797710356524484
positions=ACONE;polarity=inverted,ACONE,True,False,C_calibrated_verbal_anchors,-0.16480477076481787,7,12,-0.1164417087902701,-0.05797710356524484
positions=ACEON;polarity=high_is_1,ACEON,False,False,A_label_rotation,-0.1230897208864285,11,9,-0.1164417087902701,-0.05797710356524484
positions=ACEON;polarity=high_is_1,ACEON,False,False,B_context_calibrated_labels,0.1452207886105979,8,9,-0.1164417087902701,-0.05797710356524484
positions=ACEON;polarity=high_is_1,ACEON,False,False,C_calibrated_verbal_anchors,-0.024006026851890322,13,10,-0.1164417087902701,-0.05797710356524484
positions=ACEON;polarity=inverted,ACEON,True,False,A_label_rotation,0.1230897208864285,9,11,-0.1164417087902701,-0.05797710356524484
positions=ACEON;polarity=inverted,ACEON,True,False,B_context_calibrated_labels,-0.14522078861059792,12,11,-0.1164417087902701,-0.05797710356524484
positions=ACEON;polarity=inverted,ACEON,True,False,C_calibrated_verbal_anchors,0.024006026851890322,7,10,-0.1164417087902701,-0.05797710356524484
positions=ACENO;polarity=high_is_1,ACENO,False,False,A_label_rotation,0.12625524200248645,11,7,-0.1164417087902701,-0.05797710356524484
positions=ACENO;polarity=high_is_1,ACENO,False,False,B_context_calibrated_labels,0.1567119924360907,6,9,-0.1164417087902701,-0.05797710356524484
positions=ACENO;polarity=high_is_1,ACENO,False,False,C_calibrated_verbal_anchors,0.0638644241931237,11,8,-0.1164417087902701,-0.05797710356524484
positions=ACENO;polarity=inverted,ACENO,True,False,A_label_rotation,-0.12625524200248645,9,13,-0.1164417087902701,-0.05797710356524484
positions=ACENO;polarity=inverted,ACENO,True,False,B_context_calibrated_labels,-0.1567119924360908,14,11,-0.1164417087902701,-0.05797710356524484
positions=ACENO;polarity=inverted,ACENO,True,False,C_calibrated_verbal_anchors,-0.0638644241931237,9,12,-0.1164417087902701,-0.05797710356524484
positions=ACNOE;polarity=high_is_1,ACNOE,False,False,A_label_rotation,-0.0671627394123881,11,9,-0.1164417087902701,-0.05797710356524484
positions=ACNOE;polarity=high_is_1,ACNOE,False,False,B_context_calibrated_labels,0.2651738931042874,6,9,-0.1164417087902701,-0.05797710356524484
positions=ACNOE;polarity=high_is_1,ACNOE,False,False,C_calibrated_verbal_anchors,0.16480477076481787,13,8,-0.1164417087902701,-0.05797710356524484
positions=ACNOE;polarity=inverted,ACNOE,True,False,A_label_rotation,0.06716273941238807,9,11,-0.1164417087902701,-0.05797710356524484
positions=ACNOE;polarity=inverted,ACNOE,True,False,B_context_calibrated_labels,-0.26517389310428746,14,11,-0.1164417087902701,-0.05797710356524484
positions=ACNOE;polarity=inverted,ACNOE,True,False,C_calibrated_verbal_anchors,-0.16480477076481787,7,12,-0.1164417087902701,-0.05797710356524484
positions=ACNEO;polarity=high_is_1,ACNEO,False,False,A_label_rotation,0.12625524200248645,11,7,-0.1164417087902701,-0.05797710356524484
positions=ACNEO;polarity=high_is_1,ACNEO,False,False,B_context_calibrated_labels,0.1567119924360907,6,9,-0.1164417087902701,-0.05797710356524484
positions=ACNEO;polarity=high_is_1,ACNEO,False,False,C_calibrated_verbal_anchors,0.0638644241931237,11,8,-0.1164417087902701,-0.05797710356524484
positions=ACNEO;polarity=inverted,ACNEO,True,False,A_label_rotation,-0.12625524200248645,9,13,-0.1164417087902701,-0.05797710356524484
positions=ACNEO;polarity=inverted,ACNEO,True,False,B_context_calibrated_labels,-0.1567119924360908,14,11,-0.1164417087902701,-0.05797710356524484
positions=ACNEO;polarity=inverted,ACNEO,True,False,C_calibrated_verbal_anchors,-0.0638644241931237,9,12,-0.1164417087902701,-0.05797710356524484
positions=AEOCN;polarity=high_is_1,AEOCN,False,False,A_label_rotation,-0.2696784225486383,9,11,-0.1164417087902701,-0.05797710356524484
positions=AEOCN;polarity=high_is_1,AEOCN,False,False,B_context_calibrated_labels,0.21093212665712294,10,9,-0.1164417087902701,-0.05797710356524484
positions=AEOCN;polarity=high_is_1,AEOCN,False,False,C_calibrated_verbal_anchors,0.2794009779801281,13,8,-0.1164417087902701,-0.05797710356524484
positions=AEOCN;polarity=inverted,AEOCN,True,False,A_label_rotation,0.2696784225486383,11,9,-0.1164417087902701,-0.05797710356524484
positions=AEOCN;polarity=inverted,AEOCN,True,False,B_context_calibrated_labels,-0.21093212665712294,10,11,-0.1164417087902701,-0.05797710356524484
positions=AEOCN;polarity=inverted,AEOCN,True,False,C_calibrated_verbal_anchors,-0.2794009779801281,7,12,-0.1164417087902701,-0.05797710356524484
positions=AEONC;polarity=high_is_1,AEONC,False,False,A_label_rotation,-0.018425850221300118,9,9,-0.1164417087902701,-0.05797710356524484
positions=AEONC;polarity=high_is_1,AEONC,False,False,B_context_calibrated_labels,0.20737885254710153,8,9,-0.1164417087902701,-0.05797710356524484
positions=AEONC;polarity=high_is_1,AEONC,False,False,C_calibrated_verbal_anchors,0.32810352567750783,11,6,-0.1164417087902701,-0.05797710356524484
positions=AEONC;polarity=inverted,AEONC,True,False,A_label_rotation,0.018425850221300118,11,11,-0.1164417087902701,-0.05797710356524484
positions=AEONC;polarity=inverted,AEONC,True,False,B_context_calibrated_labels,-0.20737885254710153,12,11,-0.1164417087902701,-0.05797710356524484
positions=AEONC;polarity=inverted,AEONC,True,False,C_calibrated_verbal_anchors,-0.32810352567750783,9,14,-0.1164417087902701,-0.05797710356524484
positions=AECON;polarity=high_is_1,AECON,False,False,A_label_rotation,-0.2696784225486383,9,11,-0.1164417087902701,-0.05797710356524484
positions=AECON;polarity=high_is_1,AECON,False,False,B_context_calibrated_labels,0.21093212665712294,10,9,-0.1164417087902701,-0.05797710356524484
positions=AECON;polarity=high_is_1,AECON,False,False,C_calibrated_verbal_anchors,0.2794009779801281,13,8,-0.1164417087902701,-0.05797710356524484
positions=AECON;polarity=inverted,AECON,True,False,A_label_rotation,0.2696784225486383,11,9,-0.1164417087902701,-0.05797710356524484
positions=AECON;polarity=inverted,AECON,True,False,B_context_calibrated_labels,-0.21093212665712294,10,11,-0.1164417087902701,-0.05797710356524484
positions=AECON;polarity=inverted,AECON,True,False,C_calibrated_verbal_anchors,-0.2794009779801281,7,12,-0.1164417087902701,-0.05797710356524484
positions=AECNO;polarity=high_is_1,AECNO,False,False,A_label_rotation,-0.020333459659723305,9,9,-0.1164417087902701,-0.05797710356524484
positions=AECNO;polarity=high_is_1,AECNO,False,False,B_context_calibrated_labels,0.22242333048261576,8,9,-0.1164417087902701,-0.05797710356524484
positions=AECNO;polarity=high_is_1,AECNO,False,False,C_calibrated_verbal_anchors,0.36727142902514215,11,6,-0.1164417087902701,-0.05797710356524484
positions=AECNO;polarity=inverted,AECNO,True,False,A_label_rotation,0.020333459659723305,11,11,-0.1164417087902701,-0.05797710356524484
positions=AECNO;polarity=inverted,AECNO,True,False,B_context_calibrated_labels,-0.22242333048261576,12,11,-0.1164417087902701,-0.05797710356524484
positions=AECNO;polarity=inverted,AECNO,True,False,C_calibrated_verbal_anchors,-0.36727142902514215,9,14,-0.1164417087902701,-0.05797710356524484
positions=AENOC;polarity=high_is_1,AENOC,False,False,A_label_rotation,-0.018425850221300118,9,9,-0.1164417087902701,-0.05797710356524484
positions=AENOC;polarity=high_is_1,AENOC,False,False,B_context_calibrated_labels,0.20737885254710153,8,9,-0.1164417087902701,-0.05797710356524484
positions=AENOC;polarity=high_is_1,AENOC,False,False,C_calibrated_verbal_anchors,0.32810352567750783,11,6,-0.1164417087902701,-0.05797710356524484
positions=AENOC;polarity=inverted,AENOC,True,False,A_label_rotation,0.018425850221300118,11,11,-0.1164417087902701,-0.05797710356524484
positions=AENOC;polarity=inverted,AENOC,True,False,B_context_calibrated_labels,-0.20737885254710153,12,11,-0.1164417087902701,-0.05797710356524484
positions=AENOC;polarity=inverted,AENOC,True,False,C_calibrated_verbal_anchors,-0.32810352567750783,9,14,-0.1164417087902701,-0.05797710356524484
positions=AENCO;polarity=high_is_1,AENCO,False,False,A_label_rotation,-0.020333459659723305,9,9,-0.1164417087902701,-0.05797710356524484
positions=AENCO;polarity=high_is_1,AENCO,False,False,B_context_calibrated_labels,0.22242333048261576,8,9,-0.1164417087902701,-0.05797710356524484
positions=AENCO;polarity=high_is_1,AENCO,False,False,C_calibrated_verbal_anchors,0.36727142902514215,11,6,-0.1164417087902701,-0.05797710356524484
positions=AENCO;polarity=inverted,AENCO,True,False,A_label_rotation,0.020333459659723305,11,11,-0.1164417087902701,-0.05797710356524484
positions=AENCO;polarity=inverted,AENCO,True,False,B_context_calibrated_labels,-0.22242333048261576,12,11,-0.1164417087902701,-0.05797710356524484
positions=AENCO;polarity=inverted,AENCO,True,False,C_calibrated_verbal_anchors,-0.36727142902514215,9,14,-0.1164417087902701,-0.05797710356524484
positions=ANOCE;polarity=high_is_1,ANOCE,False,False,A_label_rotation,-0.13406489585700884,9,9,-0.1164417087902701,-0.05797710356524484
positions=ANOCE;polarity=high_is_1,ANOCE,False,False,B_context_calibrated_labels,0.3728946529233222,10,7,-0.1164417087902701,-0.05797710356524484
positions=ANOCE;polarity=high_is_1,ANOCE,False,False,C_calibrated_verbal_anchors,0.4694923693605774,13,8,-0.1164417087902701,-0.05797710356524484
positions=ANOCE;polarity=inverted,ANOCE,True,False,A_label_rotation,0.13406489585700884,11,11,-0.1164417087902701,-0.05797710356524484
positions=ANOCE;polarity=inverted,ANOCE,True,False,B_context_calibrated_labels,-0.37289465292332225,10,13,-0.1164417087902701,-0.05797710356524484
positions=ANOCE;polarity=inverted,ANOCE,True,False,C_calibrated_verbal_anchors,-0.4694923693605774,7,12,-0.1164417087902701,-0.05797710356524484
positions=ANOEC;polarity=high_is_1,ANOEC,False,False,A_label_rotation,0.06126069499628887,9,7,-0.1164417087902701,-0.05797710356524484
positions=ANOEC;polarity=high_is_1,ANOEC,False,False,B_context_calibrated_labels,0.24938827431961128,10,7,-0.1164417087902701,-0.05797710356524484
positions=ANOEC;polarity=high_is_1,ANOEC,False,False,C_calibrated_verbal_anchors,0.32938411944124896,11,8,-0.1164417087902701,-0.05797710356524484
positions=ANOEC;polarity=inverted,ANOEC,True,False,A_label_rotation,-0.06126069499628888,11,13,-0.1164417087902701,-0.05797710356524484
positions=ANOEC;polarity=inverted,ANOEC,True,False,B_context_calibrated_labels,-0.24938827431961139,10,13,-0.1164417087902701,-0.05797710356524484
positions=ANOEC;polarity=inverted,ANOEC,True,False,C_calibrated_verbal_anchors,-0.32938411944124896,9,12,-0.1164417087902701,-0.05797710356524484
positions=ANCOE;polarity=high_is_1,ANCOE,False,False,A_label_rotation,-0.13406489585700884,9,9,-0.1164417087902701,-0.05797710356524484
positions=ANCOE;polarity=high_is_1,ANCOE,False,False,B_context_calibrated_labels,0.3728946529233222,10,7,-0.1164417087902701,-0.05797710356524484
positions=ANCOE;polarity=high_is_1,ANCOE,False,False,C_calibrated_verbal_anchors,0.4694923693605774,13,8,-0.1164417087902701,-0.05797710356524484
positions=ANCOE;polarity=inverted,ANCOE,True,False,A_label_rotation,0.13406489585700884,11,11,-0.1164417087902701,-0.05797710356524484
positions=ANCOE;polarity=inverted,ANCOE,True,False,B_context_calibrated_labels,-0.37289465292332225,10,13,-0.1164417087902701,-0.05797710356524484
positions=ANCOE;polarity=inverted,ANCOE,True,False,C_calibrated_verbal_anchors,-0.4694923693605774,7,12,-0.1164417087902701,-0.05797710356524484
positions=ANCEO;polarity=high_is_1,ANCEO,False,False,A_label_rotation,0.0593530855578657,9,7,-0.1164417087902701,-0.05797710356524484
positions=ANCEO;polarity=high_is_1,ANCEO,False,False,B_context_calibrated_labels,0.2644327522551255,10,7,-0.1164417087902701,-0.05797710356524484
positions=ANCEO;polarity=high_is_1,ANCEO,False,False,C_calibrated_verbal_anchors,0.36855202278888327,11,8,-0.1164417087902701,-0.05797710356524484
positions=ANCEO;polarity=inverted,ANCEO,True,False,A_label_rotation,-0.0593530855578657,11,13,-0.1164417087902701,-0.05797710356524484
positions=ANCEO;polarity=inverted,ANCEO,True,False,B_context_calibrated_labels,-0.2644327522551256,10,13,-0.1164417087902701,-0.05797710356524484
positions=ANCEO;polarity=inverted,ANCEO,True,False,C_calibrated_verbal_anchors,-0.36855202278888327,9,12,-0.1164417087902701,-0.05797710356524484
positions=ANEOC;polarity=high_is_1,ANEOC,False,False,A_label_rotation,0.06126069499628887,9,7,-0.1164417087902701,-0.05797710356524484
positions=ANEOC;polarity=high_is_1,ANEOC,False,False,B_context_calibrated_labels,0.24938827431961128,10,7,-0.1164417087902701,-0.05797710356524484
positions=ANEOC;polarity=high_is_1,ANEOC,False,False,C_calibrated_verbal_anchors,0.32938411944124896,11,8,-0.1164417087902701,-0.05797710356524484
positions=ANEOC;polarity=inverted,ANEOC,True,False,A_label_rotation,-0.06126069499628888,11,13,-0.1164417087902701,-0.05797710356524484
positions=ANEOC;polarity=inverted,ANEOC,True,False,B_context_calibrated_labels,-0.24938827431961139,10,13,-0.1164417087902701,-0.05797710356524484
positions=ANEOC;polarity=inverted,ANEOC,True,False,C_calibrated_verbal_anchors,-0.32938411944124896,9,12,-0.1164417087902701,-0.05797710356524484
positions=ANECO;polarity=high_is_1,ANECO,False,False,A_label_rotation,0.0593530855578657,9,7,-0.1164417087902701,-0.05797710356524484
positions=ANECO;polarity=high_is_1,ANECO,False,False,B_context_calibrated_labels,0.2644327522551255,10,7,-0.1164417087902701,-0.05797710356524484
positions=ANECO;polarity=high_is_1,ANECO,False,False,C_calibrated_verbal_anchors,0.36855202278888327,11,8,-0.1164417087902701,-0.05797710356524484
positions=ANECO;polarity=inverted,ANECO,True,False,A_label_rotation,-0.0593530855578657,11,13,-0.1164417087902701,-0.05797710356524484
positions=ANECO;polarity=inverted,ANECO,True,False,B_context_calibrated_labels,-0.2644327522551256,10,13,-0.1164417087902701,-0.05797710356524484
positions=ANECO;polarity=inverted,ANECO,True,False,C_calibrated_verbal_anchors,-0.36855202278888327,9,12,-0.1164417087902701,-0.05797710356524484
positions=NOCEA;polarity=high_is_1,NOCEA,False,False,A_label_rotation,0.31147484354539545,13,7,-0.1164417087902701,-0.05797710356524484
